prize_id,prize_alias,prize_name,prize_institution,prize_year,prize_genre,person_id,person_role,last_name,first_name,name,gender,sexuality,uk_residence,ethnicity_macro,ethnicity,highest_degree,degree_institution,degree_field_category,degree_field,viaf,book_id,book_title,decade
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2020,fiction,0189,shortlisted,Evaristo,Bernardine,"Evaristo, Bernardine",Female,unknown,UK,Black British,British Nigerian,Doctorate,University of London,Writing,Creative Writing,92536933,00087,"Girl, Woman, Other",2020
7,Costa Children's Book Award,Costa Children's Book Award,Costa,2020,children's,0043,winner,Farrant,Natasha,"Farrant, Natasha",Female,unknown,UK,Non-UK White,French British Dutch,Masters,London School of Economics,History and Cultural Studies,Social Anthropology,250334042,00092,Voyage of the Sparrowhawk,2020
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2020,fiction,0310,shortlisted,Haynes,Natalie,"Haynes, Natalie",Female,unknown,UK,White British,English,unknown,University of Cambridge,Language and Literature,Classics,168912407,00377,A Thousand Ships,2020
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2020,non-fiction,0605,shortlisted,Hazareesingh,Sudhir,"Hazareesingh, Sudhir",Male,unknown,UK,Black British,British Mauritian,Doctorate,University of Oxford,History and Cultural Studies,History,64072941,00767,Black Spartacus,2020
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2020,crime,0423,shortlisted,Herron,Mick,"Herron, Mick",Male,unknown,UK,White British,British,Bachelors,University of Oxford,Language and Literature,English,24546389,00534,Joe Country,2020
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2020,sff,0492,winner,Jemisin,NK,"Jemisin, NK",Female,unknown,Non-UK,Non-White American,Black American,Masters,University of Maryland-College Park,Medicine and Social Work,Counseling,160100764,00629,The City We Became,2020
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2020,poetry,0523,winner,Kapil,Bhanu,"Kapil, Bhanu",Female,unknown,UK,Asian,British Indian,Masters,SUNY Brockport,Language and Literature,English Literature,29085938,00670,How to Wash a Heart,2020
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2020,non-fiction,0606,shortlisted,Lamb,Christina,"Lamb, Christina",Female,unknown,UK,White British,British,Bachelors,University of Oxford,Politics and Economics,PPE,30606112,00768,"Our Bodies, Their Battlefield",2020
5,Costa Biography Award,Costa Biography Award,Costa,2020,biography,0041,winner,Lawrence,Lee,"Lawrence, Lee",Male,unknown,UK,Black British,Black British,unknown,unknown,unknown,unknown,n/a,00174,The Louder I Will Sing,2020
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2020,fiction,0077,shortlisted,Mantel,Hilary,"Mantel, Hilary",Female,unknown,UK,White British,English,Bachelors,University of Sheffield,Law,Law,44415775,00379,The Mirror & the Light,2020
8,Booker Prize,Booker Prize,Booker Foundation,2020,fiction,0187,shortlisted,Mengiste,Maaza,"Mengiste, Maaza",Female,unknown,Non-UK,Non-White American,Ethiopian American,Masters,New York University,Writing,Creative Writing,96758846,00217,The Shadow King,2020
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2020,crime,0415,shortlisted,Mukherjee,Abir,"Mukherjee, Abir",Male,unknown,UK,Asian,British Indian,unknown,unknown,unknown,unknown,30147118128226340509,00535,Death in the East,2020
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2020,fiction,0089,winner,O'Farrell,Maggie,"O'Farrell, Maggie",Female,unknown,UK,White British,Northern Irish,Bachelors,Harvard University,Maths and Sciences,Public Health,85329632,00376,Hamnet,2020
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2020,fiction,0308,shortlisted,Offill,Jenny,"Offill, Jenny",Female,unknown,Non-UK,Non-UK White,White American,Bachelors,Essex University,Language and Literature,Comparative Literature,79457224,00380,Weather,2020
3,Costa First Novel Award,Costa First Novel Award,Costa,2020,fiction,0040,winner,Persaud,Ingrid,"Persaud, Ingrid",Female,unknown,UK,Caribbean,Trinidadian,Bachelors,London School of Economics,Law,Law,274440426,00260,Love After Love,2020
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2020,crime,0424,winner,Robotham,Michael,"Robotham, Michael",Male,unknown,Non-UK,Non-UK White,White Australian,none,none,none,none,85529341,00536,"Good Girl, Bad Girl",2020
2,Costa Book of the Year,Costa Book of the Year,Costa,2020,no/any/multi genre,0039,winner,Roffey,Monique,"Roffey, Monique",Female,unknown,UK,Black British,British Trinidadian,Doctorate,Lancaster University,Writing,Creative Writing,48585948,00276,The Mermaid of Black Conch: A Love Story,2020
4,Costa Novel Award,Costa Novel Award,Costa,2020,fiction,0039,winner,Roffey,Monique,"Roffey, Monique",Female,unknown,UK,Black British,British Trinidadian,Doctorate,Lancaster University,Writing,Creative Writing,48585948,00276,The Mermaid of Black Conch: A Love Story,2020
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2020,non-fiction,0607,shortlisted,Stanley,Amy,"Stanley, Amy",Female,unknown,Non-UK,Non-UK White,White American,Doctorate,Harvard University,History and Cultural Studies,East Asian Languages and Civilizations,195851386,00769,Stranger in the Shogun's City,2020
8,Booker Prize,Booker Prize,Booker Foundation,2020,fiction,0183,winner,Stuart,Douglas,"Stuart, Douglas",Male,queer,UK,Non-UK White,Scottish American,Masters,University of Cambridge,unknown,unknown,8156809518045121779,00317,Shuggie Bain,2020
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2020,non-fiction,0608,shortlisted,Summerscale,Kate,"Summerscale, Kate",Female,unknown,UK,White British,English,Masters,Stanford University,Writing,Journalism,116773985,00770,The Haunting of Alma Fielding,2020
8,Booker Prize,Booker Prize,Booker Foundation,2020,fiction,0188,shortlisted,Taylor,Brandon,"Taylor, Brandon",Male,queer,Non-UK,Non-White American,Black American,Doctorate,"University of Wisconsin, Madison",unknown,unknown,94367138,00323,Real Life,2020
8,Booker Prize,Booker Prize,Booker Foundation,2021,fiction,0178,shortlisted,Arudpragasam,Anuk,"Arudpragasam, Anuk",Male,unknown,Non-UK,Asian,Sri Lankan Tamil,Doctorate,Columbia University,Philosophy and Theology,Philosophy,20146936671213780921,00006,A Passage North,2020
3,Costa First Novel Award,Costa First Novel Award,Costa,2021,fiction,0035,winner,Azumah Nelson,Caleb,"Azumah Nelson, Caleb",Male,unknown,UK,African,British Ghanaian,Bachelors,Coventry University,Maths and Sciences,Sports Science,2161329668652130681,00017,Open Water,2020
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2021,fiction,0304,shortlisted,Bennett,Brit,"Bennett, Brit",Female,unknown,Non-UK,Non-White American,Black American,Masters,University of Michigan,unknown,unknown,867165264206110190274,00373,The Vanishing Half,2020
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2021,fiction,0305,winner,Clarke,Susanna,"Clarke, Susanna",Female,unknown,UK,White British,English,Bachelors,University of Oxford,Politics and Economics,"Politics, Philosophy and Economics",19931023,00372,Piranesi,2020
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2021,crime,0420,shortlisted,Creed,Ben,"Creed, Ben",Male,unknown,Non-UK,White British,British,unknown,unknown,unknown,unknown,8778162301499820270009,00528,City of Ghosts,2020
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2021,non-fiction,0599,shortlisted,Flyn,Cal,"Flyn, Cal",Female,unknown,UK,White British,Scottish,Bachelors,University of Oxford,Maths and Sciences,Experimental Psychology,50148449633515690787,00761,Islands of Abandonment: Life in the Post-Human Landscape,2020
4,Costa Novel Award,Costa Novel Award,Costa,2021,fiction,0036,winner,Fuller,Claire,"Fuller, Claire",Female,unknown,UK,White British,English,Masters,University of Winchester,Writing,Creative Writing,48744291,00110,Unsettled Ground,2020
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2021,fiction,0036,shortlisted,Fuller,Claire,"Fuller, Claire",Female,unknown,UK,White British,English,Masters,University of Winchester,Writing,Creative Writing,48744291,00110,Unsettled Ground,2020
8,Booker Prize,Booker Prize,Booker Foundation,2021,fiction,0177,winner,Galgut,Damon,"Galgut, Damon",Male,queer,Non-UK,Jewish,Jewish South African,Bachelors,University of Cape Town,Arts,Theatre,87451615,00113,The Promise,2020
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2021,crime,0417,shortlisted,Griffiths,Elly,"Griffiths, Elly",Female,unknown,UK,White British,British,Bachelors,"King's College, London",Language and Literature,English,78857571,00529,The Postscript Murders,2020
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2021,fiction,0306,shortlisted,Gyasi,Yaa,"Gyasi, Yaa",Female,unknown,Non-UK,Non-White American,Ghanaian American,Masters,University of Iowa,Writing,Creative Writing,117144647683735584397,00374,Transcendent Kingdom,2020
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2021,non-fiction,0600,shortlisted,Jähner,Harald,"Jähner , Harald",Male,unknown,Non-UK,Non-UK White,German,unknown,unknown,unknown,unknown,7994987,00762,Aftermath: Life in the Fallout of the Third Reich 1945-1955,2020
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2021,fiction,0311,shortlisted,Jones,Tayari,"Jones, Tayari",Female,unknown,UK,Non-White American,Black American,Masters,Victoria University of Wellington,Politics and Economics,Political Science,65814928,00381,An American Marriage,2020
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2021,non-fiction,0598,winner,Keefe,Patrick Radden,"Keefe, Patrick Radden",Male,unknown,Non-UK,Non-UK White,White American,Juris Doctor,Yale University,Law,Law,26462320,00760,Empire of Pain: The Secret History of the Sackler Dynasty,2020
8,Booker Prize,Booker Prize,Booker Foundation,2021,fiction,0179,shortlisted,Lockwood,Patricia,"Lockwood, Patricia",Female,unknown,Non-UK,Non-UK White,White American,none,none,none,none,305205865,00180,No One Is Talking About This,2020
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2021,fiction,0179,shortlisted,Lockwood,Patricia,"Lockwood, Patricia",Female,unknown,Non-UK,Non-UK White,White American,none,none,none,none,305205865,00180,No One Is Talking About This,2020
2,Costa Book of the Year,Costa Book of the Year,Costa,2021,no/any/multi genre,0034,winner,Lowe,Hannah,"Lowe, Hannah",Female,unknown,UK,Caribbean,Jamaican-Chinese British,Doctorate,Newcastle University,Writing,Creative Writing,299854033,00184,The Kids,2020
6,Costa Poetry Award,Costa Poetry Award,Costa,2021,poetry,0034,winner,Lowe,Hannah,"Lowe, Hannah",Female,unknown,UK,Caribbean,Jamaican-Chinese British,Doctorate,Newcastle University,Writing,Creative Writing,299854033,00184,The Kids,2020
7,Costa Children's Book Award,Costa Children's Book Award,Costa,2021,children's,0038,winner,Mann,Manjeet,"Mann, Manjeet",Female,unknown,UK,Asian,British Indian,unknown,unknown,unknown,unknown,1158427968006062155,00193,The Crossing,2020
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2021,non-fiction,0601,shortlisted,Miller,Kei,"Miller, Kei",Male,unknown,UK,Caribbean,Jamaican,Doctorate,University of Glasgow,Language and Literature,English Literature,159875547,00763,Things I Have Withheld,2020
8,Booker Prize,Booker Prize,Booker Foundation,2021,fiction,0180,shortlisted,Mohamed,Nadifa,"Mohamed, Nadifa",Female,unknown,UK,Black British,Somali-British,Bachelors,University of Oxford,History and Cultural Studies,History and Politics,106796443,00230,The Fortune Men,2020
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2021,crime,0418,shortlisted,Mullen,Thomas,"Mullen, Thomas",Male,unknown,Non-UK,Non-UK White,White American,unknown,unknown,unknown,unknown,41438323,00530,Midnight Atlanta,2020
8,Booker Prize,Booker Prize,Booker Foundation,2021,fiction,0181,shortlisted,Powers,Richard,"Powers, Richard",Male,unknown,Non-UK,Non-UK White,White American,Masters,University of Illinois,Language and Literature,English Literature,102514617,00264,Bewilderment,2020
5,Costa Biography Award,Costa Biography Award,Costa,2021,biography,0037,winner,Preston,John,"Preston, John",Male,unknown,UK,White British,English,unknown,unknown,unknown,unknown,36776362,00266,Fall: The Mystery of Robert Maxwell,2020
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2021,non-fiction,0037,shortlisted,Preston,John,"Preston, John",Male,unknown,UK,White British,English,unknown,unknown,unknown,unknown,36776362,00266,Fall: The Mystery of Robert Maxwell,2020
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2021,crime,0135,shortlisted,Rowling,JK,"Rowling, JK",Female,unknown,UK,White British,English,Bachelors,Exeter University,Language and Literature,French and Classics,116796842,00527,Troubled Blood,2020
8,Booker Prize,Booker Prize,Booker Foundation,2021,fiction,0182,shortlisted,Shipstead,Maggie,"Shipstead, Maggie",Female,unknown,Non-UK,Non-UK White,White American,Masters,University of Iowa,Writing,Creative Writing,231972795,00296,Great Circle,2020
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2021,poetry,0522,winner,Taylor,Joelle,"Taylor, Joelle",Female,queer,UK,White British,British,unknown,unknown,unknown,unknown,18927937,00669,C+nto: & Othered Poems,2020
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2021,sff,0491,winner,Tchaikovsky,Adrian,"Tchaikovsky, Adrian",Male,unknown,UK,White British,British,Bachelors,University of Reading,Maths and Sciences,Zoology and Psychology,102929550,00628,Shards of Earth,2020
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2021,fiction,0002,winner,von Reinhold,Shola,"von Reinhold, Shola",Other,queer,UK,Black British,Black Scottish,Masters,University of Glasgow,Writing,Creative Writing,5775159337572613150007,00346,Lote,2020
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2021,crime,0419,winner,Whitaker,Chris,"Whitaker, Chris",Male,unknown,UK,White British,British,none,none,none,none,299147267036435482930,00531,We Begin at the End,2020
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2021,non-fiction,0602,shortlisted,Ypi,Lea,"Ypi, Lea",Female,unknown,UK,Non-UK White,Albanian,Doctorate,European University Institute,Philosophy and Theology,Philosophy and Literature,9492509,00764,Free: Coming of Age at the End of History,2020
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2022,fiction,0302,shortlisted,Allen-Agostini,Lisa,"Allen-Agostini, Lisa",Female,unknown,Non-UK,Caribbean,Trinidadian,Bachelors,"University of the West Indies, St. Augustine",Language and Literature,Literatures in English,867165264206110190274,00369,The Bread the Devil Knead,2020
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2022,crime,0411,shortlisted,Bublitz,Jacqueline,"Bublitz, Jacqueline",Female,unknown,Non-UK,Non-UK White,White New Zealander,unknown,unknown,unknown,unknown,22163208160507230673,00522,Before You Knew My Name,2020
8,Booker Prize,Booker Prize,Booker Foundation,2022,fiction,0172,shortlisted,Bulawayo,NoViolet,"Bulawayo, NoViolet",Female,unknown,UK,African,Zimbabwean,Masters,Cornell University,Writing,Creative Writing,288398445,00040,Glory,2020
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2022,crime,0412,winner,Celestin,Ray,"Celestin, Ray",Male,unknown,UK,White British,British,unknown,unknown,unknown,unknown,310632093,00523,Sunset Swing,2020
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2022,crime,0413,shortlisted,Cosby,SA,"Cosby, SA",Male,unknown,Non-UK,Non-White American,Black American,unknown,unknown,unknown,unknown,2.15316E+21,00524,Razorblade Tears,2020
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2022,non-fiction,0594,shortlisted,Elkins,Caroline,"Elkins, Caroline",Female,unknown,Non-UK,Non-UK White,White American,Doctorate,Harvard University,History and Cultural Studies,History of Empire,39021130,00755,Legacy of Violence,2020
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2022,fiction,0301,shortlisted,Erdrich,Louise,"Erdrich, Louise",Female,unknown,Non-UK,Non-White American,Chippewa Ojibwe German American,Masters,Johns Hopkins,unknown,unknown,110425107,00370,The Sentence,2020
